Name,Knockdown,Significant_Strikes_Landed,Significant_Strikes_Attempted,Significant_Strike_%,Total_Strikes_Landed,Total_Strikes_Attempted,Takedowns_Landed,Takedowns_Attempted,Takedowns_Percent,Submission_Attempts,REV,Control_Time,Head_Landed,Head_Attempted,Body_Landed,Body_Attempted,Leg_Landed,Leg_Attempted,Distance_Landed,Distance_Attempted,Clinch_Landed,Clinch_Attempted,Ground_Landed,Ground_Attempted,Winner
Jason Young,0,2,2,100%,2,2,0,0,---,0,0,0,1,1,0,0,1,1,2,2,0,0,0,0,L
Robert Peralta,1,7,17,41%,7,17,0,0,---,0,0,3,6,16,1,1,0,0,2,12,0,0,5,5,W
Jon Jones,1,65,110,59%,96,144,1,1,100%,1,0,565,46,79,5,10,14,21,23,52,0,2,42,56,W
Vitor Belfort,0,16,36,44%,22,43,0,0,---,1,0,6,8,26,3,5,5,5,11,28,4,6,1,2,L
Joseph Benavidez,0,44,250,17%,53,259,0,7,0%,2,0,204,23,204,12,28,9,18,34,223,9,26,1,1,L
Demetrious Johnson,0,77,156,49%,96,177,5,10,50%,0,0,140,29,96,33,42,15,18,45,114,23,32,9,10,W
Michael Bisping,0,64,141,45%,88,168,4,13,30%,0,0,272,46,119,7,10,11,12,50,115,13,21,1,5,W
Brian Stann,0,57,141,40%,72,158,0,0,---,0,1,66,27,102,10,17,20,22,46,124,9,14,2,3,L
Matt Hamill,0,94,144,65%,151,216,6,8,75%,0,0,362,86,132,0,1,8,11,23,62,1,1,70,81,W
Roger Hollett,0,26,72,36%,32,79,0,0,---,0,0,0,9,42,14,27,3,3,25,71,0,0,1,1,L
Cub Swanson,1,9,21,42%,9,21,0,0,---,0,0,2,6,13,2,3,1,5,9,20,0,0,0,1,W
Charles Oliveira,0,6,18,33%,10,22,1,2,50%,0,0,46,5,17,0,0,1,1,4,15,0,0,2,3,L
Igor Pokrajac,0,8,13,61%,22,31,1,2,50%,0,0,185,3,8,4,4,1,1,2,6,4,4,2,3,L
Vinny Magalhaes,0,15,19,78%,25,32,1,3,33%,2,0,99,2,6,11,11,2,2,1,3,12,13,2,3,W
TJ Grant,0,164,300,54%,171,309,0,3,0%,0,0,40,99,225,54,63,11,12,146,276,18,24,0,0,W
Evan Dunham,0,160,377,42%,183,410,3,8,37%,0,0,108,132,336,21,34,7,7,156,369,3,4,1,4,L
Sean Pierson,0,74,159,46%,112,202,0,3,0%,0,0,172,51,132,17,19,6,8,65,147,6,7,3,5,W
Lance Benoist,1,91,200,45%,109,218,0,1,0%,0,0,44,56,155,20,25,15,20,73,178,7,8,11,14,L
Jimy Hettes,0,87,175,49%,113,204,2,9,22%,0,0,155,81,169,4,4,2,2,78,164,4,5,5,6,L
Marcus Brimage,1,111,282,39%,120,294,0,0,---,0,0,15,52,179,49,93,10,10,105,268,5,10,1,4,W
Seth Baczynski,1,15,78,19%,15,78,0,0,---,0,0,2,12,69,3,6,0,3,12,74,2,3,1,1,W
Simeon Thoresen,0,17,54,31%,17,54,0,0,---,0,0,0,9,45,4,5,4,4,15,52,2,2,0,0,L
Mitch Gagnon,1,5,11,45%,6,12,0,0,---,1,0,31,5,10,0,0,0,1,1,4,0,0,4,7,W
Walel Watson,0,1,8,12%,1,8,0,0,---,0,0,0,0,6,1,1,0,1,1,8,0,0,0,0,L
Kyle Noke,1,7,15,46%,7,15,0,0,---,0,0,2,7,15,0,0,0,0,3,9,0,0,4,6,W
Charlie Brenneman,0,0,2,0%,0,2,0,0,---,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,L
Benson Henderson,0,64,167,38%,67,170,0,1,0%,1,0,7,33,124,14,19,17,24,62,163,2,4,0,0,W
Frankie Edgar,1,66,182,36%,70,186,2,6,33%,2,0,180,29,126,17,27,20,29,61,176,3,4,2,2,L
Donald Cerrone,1,4,9,44%,4,9,0,0,---,0,0,2,3,7,0,1,1,1,4,9,0,0,0,0,W
Melvin Guillard,1,10,28,35%,10,28,0,0,---,0,0,4,8,24,2,4,0,0,4,16,6,11,0,1,L
Jake Shields,0,33,47,70%,148,169,3,8,37%,0,0,543,15,27,15,16,3,4,11,20,10,11,12,16,NC
Ed Herman,0,21,50,42%,71,102,1,1,100%,0,0,237,8,36,9,10,4,4,3,23,15,21,3,6,NC
Jake Shields,0,33,47,70%,148,169,3,8,37%,0,0,543,15,27,15,16,3,4,11,20,10,11,12,16,NC
Ed Herman,0,21,50,42%,71,102,1,1,100%,0,0,237,8,36,9,10,4,4,3,23,15,21,3,6,NC
Yushin Okami,0,26,68,38%,54,116,3,6,50%,0,0,328,23,65,2,2,1,1,6,21,1,1,19,46,W
Buddy Roberts,0,15,35,42%,20,40,0,0,---,1,0,3,10,28,3,4,2,3,14,34,1,1,0,0,L
Justin Lawrence,0,32,90,35%,32,92,1,4,25%,0,0,9,26,70,3,15,3,5,32,90,0,0,0,0,L
Max Holloway,1,29,124,23%,29,124,0,0,---,0,0,5,18,110,8,11,3,3,23,108,0,0,6,16,W
Dennis Bermudez,0,12,27,44%,16,32,1,2,50%,2,1,127,12,26,0,1,0,0,6,18,1,1,5,8,W
Tommy Hayden,1,6,27,22%,8,31,0,3,0%,0,0,28,6,23,0,4,0,0,5,25,0,0,1,2,L
Jared Hamman,0,61,149,40%,64,153,0,3,0%,0,0,6,49,134,8,11,4,4,60,145,1,4,0,0,L
Michael Kuiper,2,56,95,58%,65,106,1,2,50%,0,0,75,43,81,3,4,10,10,47,80,9,14,0,1,W
Ken Stone,0,2,3,66%,2,3,0,0,---,0,0,0,1,2,1,1,0,0,2,3,0,0,0,0,L
Erik Perez,1,9,11,81%,9,11,0,0,---,0,0,4,7,9,0,0,2,2,3,5,0,0,6,6,W
Dustin Pague,0,22,37,59%,35,54,1,2,50%,1,0,136,21,34,1,2,0,1,7,17,0,0,15,20,L
Chico Camus,0,32,45,71%,86,109,2,2,100%,1,1,652,26,39,3,3,3,3,8,11,1,1,23,33,W
Nik Lentz,0,33,37,89%,59,67,4,4,100%,0,0,174,22,26,4,4,7,7,3,6,12,13,18,18,W
Eiji Mitsuoka,0,5,10,50%,6,11,0,2,0%,0,0,8,4,9,1,1,0,0,4,8,0,1,1,1,L
Mauricio Rua,1,68,103,66%,142,184,4,7,57%,0,0,686,51,81,9,11,8,11,38,68,16,18,14,17,W
Brandon Vera,0,67,106,63%,89,132,1,2,50%,1,0,111,28,63,27,28,12,15,51,87,14,15,2,4,L
Lyoto Machida,1,21,31,67%,21,31,0,0,---,0,0,3,8,17,9,10,4,4,19,29,0,0,2,2,W
Ryan Bader,0,7,32,21%,7,32,0,0,---,0,0,0,2,22,1,3,4,7,7,32,0,0,0,0,L
Joe Lauzon,0,44,118,37%,55,130,2,5,40%,1,2,131,42,115,1,2,1,1,35,108,1,2,8,8,W
Jamie Varner,1,82,177,46%,84,181,2,4,50%,1,2,101,53,141,26,31,3,5,78,172,2,3,2,2,L
Mike Swick,0,19,41,46%,27,51,1,1,100%,0,0,13,18,38,1,3,0,0,15,36,1,2,3,3,W
DaMarques Johnson,0,17,53,32%,28,67,2,2,100%,0,0,203,13,49,3,3,1,1,8,41,0,1,9,11,L
Cole Miller,0,143,422,33%,143,422,0,1,0%,0,0,0,120,381,18,36,5,5,143,422,0,0,0,0,L
Nam Phan,0,129,366,35%,129,366,0,0,---,0,0,0,96,314,26,43,7,9,129,366,0,0,0,0,W
Phil Davis,0,4,12,33%,4,12,0,0,---,0,0,0,3,9,1,3,0,0,4,12,0,0,0,0,NC
Wagner Prado,0,2,16,12%,3,17,0,0,---,0,0,0,2,15,0,1,0,0,2,16,0,0,0,0,NC
Phil Davis,0,4,12,33%,4,12,0,0,---,0,0,0,3,9,1,3,0,0,4,12,0,0,0,0,NC
Wagner Prado,0,2,16,12%,3,17,0,0,---,0,0,0,2,15,0,1,0,0,2,16,0,0,0,0,NC
Josh Grispi,0,6,10,60%,8,12,0,0,---,0,0,6,3,7,2,2,1,1,5,9,0,0,1,1,L
Rani Yahya,0,3,9,33%,11,27,1,2,50%,1,0,148,2,7,0,0,1,2,1,6,0,0,2,3,W
Philip De Fries,1,35,77,45%,55,109,2,6,33%,1,0,364,29,70,5,6,1,1,15,48,13,17,7,12,W
Oli Thompson,0,18,35,51%,29,47,0,3,0%,0,0,49,4,17,11,13,3,5,8,23,10,12,0,0,L
Manvel Gamburyan,0,52,116,44%,58,125,6,12,50%,0,0,282,37,97,7,10,8,9,47,108,5,8,0,0,W
Michihiro Omigawa,1,41,94,43%,71,127,0,2,0%,0,0,63,30,77,4,5,7,12,37,89,4,5,0,0,L
John Moraga,1,34,63,53%,36,66,0,0,---,0,0,21,12,37,13,16,9,10,24,51,9,11,1,1,W
Ulysses Gomez,0,16,43,37%,16,43,0,5,0%,0,0,23,7,32,3,4,6,7,13,40,3,3,0,0,L
Urijah Faber,0,60,178,33%,62,180,0,6,0%,0,0,8,38,141,12,26,10,11,57,170,3,8,0,0,L
Renan Barao,0,85,290,29%,85,290,0,0,---,0,0,0,55,236,10,23,20,31,81,282,4,8,0,0,W
Hector Lombard,0,26,77,33%,47,99,2,4,50%,0,0,143,18,65,6,6,2,6,22,70,2,5,2,2,L
Tim Boetsch,0,54,98,55%,57,101,0,9,0%,0,0,7,11,39,20,32,23,27,42,78,12,20,0,0,W
Cheick Kongo,0,38,56,67%,64,84,0,2,0%,0,0,363,13,31,21,21,4,4,12,26,26,30,0,0,W
Shawn Jordan,0,15,41,36%,23,50,0,5,0%,0,0,359,6,32,3,3,6,6,2,11,12,25,1,5,L
Brian Ebersole,0,35,88,39%,51,104,1,15,6%,0,0,174,13,53,9,15,13,20,32,77,1,4,2,7,L
James Head,0,37,83,44%,62,108,1,1,100%,1,1,196,22,64,13,16,2,3,19,61,17,21,1,1,W
Chris Clements,0,38,76,50%,64,103,0,0,---,0,0,45,21,55,12,16,5,5,22,52,9,13,7,11,NC
Matthew Riddle,0,28,63,44%,79,121,5,9,55%,1,0,327,19,51,7,9,2,3,11,37,6,11,11,15,NC
Chris Clements,0,38,76,50%,64,103,0,0,---,0,0,45,21,55,12,16,5,5,22,52,9,13,7,11,NC
Matthew Riddle,0,28,63,44%,79,121,5,9,55%,1,0,327,19,51,7,9,2,3,11,37,6,11,11,15,NC
Court McGee,0,108,295,36%,146,350,0,4,0%,0,0,9,70,241,16,27,22,27,106,291,2,4,0,0,L
Nick Ring,0,68,137,49%,71,143,0,7,0%,0,0,26,41,104,12,13,15,20,66,135,2,2,0,0,W
Roland Delorme,0,16,60,26%,16,60,0,1,0%,0,0,0,6,42,3,4,7,14,15,59,1,1,0,0,NC
Francisco Rivera,1,52,79,65%,54,82,0,0,---,0,0,2,39,64,1,2,12,13,48,74,2,3,2,2,NC
Roland Delorme,0,16,60,26%,16,60,0,1,0%,0,0,0,6,42,3,4,7,14,15,59,1,1,0,0,NC
Francisco Rivera,1,52,79,65%,54,82,0,0,---,0,0,2,39,64,1,2,12,13,48,74,2,3,2,2,NC
Anthony Perosh,0,0,1,0%,0,1,0,0,---,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,L
Ryan Jimmo,1,2,2,100%,2,2,0,0,---,0,0,2,2,2,0,0,0,0,1,1,0,0,1,1,W
Bryan Caraway,0,11,45,24%,82,146,3,9,33%,1,0,319,8,41,3,3,0,1,4,32,4,6,3,7,W
Mitch Gagnon,0,27,65,41%,45,89,1,5,20%,0,1,200,23,60,3,4,1,1,12,32,9,21,6,12,L
Antonio Carvalho,1,10,23,43%,10,23,0,0,---,0,0,3,8,20,1,2,1,1,8,19,0,1,2,3,W
Daniel Pineda,0,7,20,35%,7,20,0,0,---,0,0,0,6,17,1,1,0,2,5,18,2,2,0,0,L
Mitch Clarke,0,6,24,25%,29,52,3,8,37%,1,1,266,6,24,0,0,0,0,5,21,1,1,0,2,L
Anton Kuivanen,0,29,53,54%,66,93,3,3,100%,1,2,447,24,47,4,5,1,1,10,28,3,4,16,21,W
Mark Munoz,0,0,7,0%,1,8,0,0,---,0,0,0,0,6,0,0,0,1,0,7,0,0,0,0,L
Chris Weidman,1,28,37,75%,46,59,2,2,100%,2,0,312,20,29,2,2,6,6,3,7,8,9,17,21,W
James Te Huna,1,122,249,49%,172,301,3,9,33%,0,0,170,80,195,23,31,19,23,109,227,3,6,10,16,W
Joey Beltran,0,73,278,26%,90,296,1,2,50%,0,0,111,45,243,11,17,17,18,59,264,13,13,1,1,L
Aaron Simpson,0,48,70,68%,97,135,6,14,42%,0,0,625,27,47,10,12,11,11,5,17,18,22,25,31,W
Kenny Robertson,0,29,50,58%,42,63,0,6,0%,0,0,82,10,28,12,15,7,7,9,22,18,26,2,2,L
Karlos Vemola,0,3,7,42%,9,15,1,8,12%,2,1,126,0,4,0,0,3,3,3,5,0,1,0,1,L
Francis Carmont,0,4,8,50%,10,16,0,1,0%,2,0,218,2,6,2,2,0,0,1,2,1,1,2,5,W
TJ Dillashaw,0,3,16,18%,5,18,2,3,66%,1,0,61,2,14,1,1,0,1,3,16,0,0,0,0,W
Vaughan Lee,0,8,19,42%,20,31,0,0,---,0,0,0,3,12,4,5,1,2,8,19,0,0,0,0,L
Rafael Dos Anjos,0,51,85,60%,68,108,6,17,35%,0,0,405,19,48,0,0,32,37,25,53,21,26,5,6,W
Anthony Njokuani,0,32,87,36%,37,92,0,0,---,0,0,0,13,55,14,24,5,8,31,85,1,2,0,0,L
Damacio Page,0,7,22,31%,56,76,2,2,100%,0,1,327,3,18,3,3,1,1,2,5,1,1,4,16,L
Alex Caceres,0,9,12,75%,16,21,0,0,---,3,1,13,4,7,4,4,1,1,7,10,1,1,1,1,W
Chris Cariaso,0,70,104,67%,114,150,3,6,50%,0,0,258,48,82,18,18,4,4,34,65,20,23,16,16,W
Josh Ferguson,0,20,65,30%,33,79,1,8,12%,0,0,231,12,56,7,8,1,1,15,58,5,7,0,0,L
Rafael Natal,2,73,109,66%,79,115,2,5,40%,0,0,90,47,78,10,14,16,17,49,81,11,12,13,16,L
Andrew Craig,1,23,72,31%,30,80,0,1,0%,0,1,50,10,58,2,3,11,11,21,69,0,1,2,2,W
Marcelo Guimaraes,0,63,97,64%,130,164,0,17,0%,0,0,455,11,35,8,13,44,49,32,66,31,31,0,0,W
Dan Stittgen,0,49,101,48%,78,130,1,1,100%,0,0,13,16,51,11,19,22,31,38,90,11,11,0,0,L
Raphael Assuncao,1,39,60,65%,42,63,0,0,---,0,0,43,14,32,11,13,14,15,31,50,1,1,7,9,W
Issei Tamura,0,5,14,35%,5,14,0,1,0%,0,0,0,5,13,0,1,0,0,5,13,0,1,0,0,L
Anderson Silva,1,15,30,50%,16,31,0,0,---,0,0,19,11,25,4,5,0,0,3,12,3,5,9,13,W
Chael Sonnen,0,22,36,61%,87,105,1,4,25%,0,0,354,16,29,6,7,0,0,4,9,4,7,14,20,L
Forrest Griffin,0,85,261,32%,104,280,0,0,---,0,0,52,54,205,20,36,11,20,81,253,4,8,0,0,W
Tito Ortiz,0,49,128,38%,68,147,3,6,50%,0,0,164,47,123,2,5,0,0,40,115,4,6,5,7,L
Cung Le,0,55,113,48%,58,116,2,2,100%,0,0,73,27,77,22,27,6,9,46,102,9,10,0,1,W
Patrick Cote,0,51,133,38%,79,162,0,2,0%,0,0,70,19,85,17,24,15,24,43,119,8,14,0,0,L
Dong Hyun Kim,0,8,8,100%,8,8,0,0,---,0,0,0,7,7,0,0,1,1,1,1,4,4,3,3,L
Demian Maia,0,1,1,100%,3,3,1,3,33%,0,0,41,1,1,0,0,0,0,0,0,0,0,1,1,W
Chad Mendes,1,8,8,100%,9,9,0,0,---,0,0,3,5,5,2,2,1,1,4,4,0,0,4,4,W
Cody McKenzie,0,1,6,16%,1,6,0,0,---,0,0,0,0,5,0,0,1,1,1,6,0,0,0,0,L
Ivan Menjivar,0,40,148,27%,42,150,0,1,0%,0,0,0,10,98,15,26,15,24,38,145,2,3,0,0,L
Mike Easton,0,46,169,27%,55,178,1,2,50%,0,0,48,14,116,12,28,20,25,43,165,2,2,1,2,W
Melvin Guillard,0,37,101,36%,57,125,1,1,100%,0,0,83,27,89,8,10,2,2,28,83,1,6,8,12,W
Fabricio Camoes,0,18,74,24%,33,92,1,11,9%,0,1,126,7,55,2,6,9,13,16,68,1,2,1,4,L
Gleison Tibau,0,28,87,32%,46,110,1,6,16%,0,0,17,15,70,13,17,0,0,19,78,9,9,0,0,L
Khabib Nurmagomedov,0,25,101,24%,33,112,0,13,0%,0,0,266,13,82,7,12,5,7,15,89,10,12,0,0,W
Constantinos Philippou,0,42,162,25%,53,173,0,2,0%,0,0,7,37,154,5,8,0,0,40,158,2,4,0,0,W
Riki Fukuda,0,44,97,45%,61,114,0,8,0%,0,0,116,20,68,6,9,18,20,43,94,1,3,0,0,L
John Alessio,0,35,103,33%,63,134,0,1,0%,0,1,126,28,95,7,8,0,0,29,93,5,7,1,3,L
Shane Roller,0,31,69,44%,82,128,3,7,42%,0,0,479,20,56,3,5,8,8,20,58,2,2,9,9,W
Rafaello Oliveira,0,29,40,72%,178,199,4,7,57%,5,0,661,9,20,13,13,7,7,12,20,0,0,17,20,W
Yoislandy Izquierdo,0,27,57,47%,43,75,0,0,---,0,0,0,14,43,9,10,4,4,24,52,3,5,0,0,L
Wanderlei Silva,1,58,187,31%,80,213,0,0,---,0,0,39,51,174,3,9,4,4,47,171,1,2,10,14,L
Rich Franklin,0,122,336,36%,126,342,1,2,50%,0,0,47,97,305,22,28,3,3,118,328,0,0,4,8,W
Cezar Ferreira,2,42,111,37%,46,124,0,0,---,0,0,53,27,80,14,30,1,1,35,99,3,3,4,9,W
Sergio Moraes,0,38,73,52%,39,74,0,2,0%,0,0,0,25,60,6,6,7,7,32,61,6,12,0,0,L
Godofredo Pepey,0,32,83,38%,74,129,0,4,0%,1,0,65,16,61,6,9,10,13,24,71,1,1,7,11,L
Rony Jason,0,36,76,47%,60,100,0,2,0%,0,0,270,13,46,16,22,7,8,25,63,2,4,9,9,W
Fabricio Werdum,1,31,58,53%,31,58,0,0,---,0,0,11,26,52,2,3,3,3,18,37,0,2,13,19,W
Mike Russow,0,3,16,18%,3,16,0,0,---,0,0,10,3,16,0,0,0,0,3,16,0,0,0,0,L
Iuri Alcantara,0,19,50,38%,36,71,0,1,0%,1,0,67,10,39,6,8,3,3,11,40,4,4,4,6,L
Hacran Dias,0,19,44,43%,108,144,5,10,50%,0,0,541,8,28,2,5,9,11,8,27,0,0,11,17,W
Anistavio Medeiros,0,8,18,44%,8,18,0,0,---,0,0,0,2,12,0,0,6,6,8,18,0,0,0,0,L
Rodrigo Damm,0,11,21,52%,12,22,0,0,---,1,0,33,7,16,2,2,2,3,11,21,0,0,0,0,W
Delson Heleno,0,3,4,75%,4,5,0,4,0%,0,0,67,1,2,1,1,1,1,1,2,2,2,0,0,L
Francisco Trinaldo,0,21,26,80%,41,47,0,0,---,0,0,69,9,13,12,13,0,0,2,3,8,8,11,15,W
John Teixeira,0,52,140,37%,59,147,1,6,16%,0,0,106,19,98,19,25,14,17,39,123,13,17,0,0,L
Hugo Viana,0,65,141,46%,78,157,0,0,---,0,0,74,31,98,29,38,5,5,60,127,5,12,0,2,W
Thiago Perpetuo,1,68,94,72%,91,121,1,4,25%,0,0,294,42,58,21,29,5,7,38,57,4,5,26,32,W
Leonardo Mafra,0,33,81,40%,46,100,0,0,---,1,0,0,19,61,5,8,9,12,30,78,3,3,0,0,L
Marcos Vinicius,0,28,58,48%,46,79,0,0,---,0,0,2,20,46,6,7,2,5,21,46,6,7,1,5,W
Wagner Campos,0,17,41,41%,58,97,2,2,100%,0,0,392,5,25,4,7,8,9,17,33,0,1,0,7,L
Felipe Arantes,0,38,68,55%,48,78,2,2,100%,0,0,116,21,48,5,8,12,12,31,59,0,0,7,9,D
Milton Vieira,0,30,78,38%,67,118,1,3,33%,0,0,197,17,60,10,14,3,4,24,65,1,3,5,10,D
Felipe Arantes,0,38,68,55%,48,78,2,2,100%,0,0,116,21,48,5,8,12,12,31,59,0,0,7,9,D
Milton Vieira,0,30,78,38%,67,118,1,3,33%,0,0,197,17,60,10,14,3,4,24,65,1,3,5,10,D
Gray Maynard,0,49,225,21%,52,229,1,9,11%,1,0,70,35,206,7,11,7,8,33,207,10,11,6,7,W
Clay Guida,0,45,321,14%,49,327,0,3,0%,0,0,47,40,312,1,5,4,4,45,321,0,0,0,0,L
Sam Stout,0,64,189,33%,96,234,4,8,50%,0,0,232,28,139,20,33,16,17,63,187,1,2,0,0,W
Spencer Fisher,0,65,156,41%,89,184,0,1,0%,0,0,6,43,132,13,14,9,10,60,149,5,7,0,0,L
Brian Ebersole,0,39,59,66%,90,118,2,5,40%,0,0,495,29,42,6,11,4,6,14,29,6,8,19,22,W
TJ Waldburger,1,18,41,43%,33,59,1,1,100%,4,0,104,9,31,6,7,3,3,13,35,4,5,1,1,L
Ross Pearson,0,38,107,35%,49,124,3,6,50%,0,0,157,24,89,11,15,3,3,30,94,1,1,7,12,L
Cub Swanson,1,45,104,43%,51,115,0,1,0%,0,0,5,39,95,2,4,4,5,40,95,1,2,4,7,W
Hatsu Hioki,0,17,45,37%,36,68,4,5,80%,0,0,441,6,25,10,19,1,1,12,40,3,3,2,2,L
Ricardo Lamas,0,36,73,49%,86,123,0,1,0%,4,1,76,15,45,11,11,10,17,28,65,3,3,5,5,W
Ramsey Nijem,0,5,15,33%,19,34,1,3,33%,0,0,64,5,14,0,1,0,0,2,9,0,0,3,6,W
CJ Keith,0,5,7,71%,16,19,0,0,---,0,0,24,3,5,0,0,2,2,2,4,2,2,1,1,L
Rick Story,0,51,125,40%,67,142,5,6,83%,0,0,313,13,79,27,35,11,11,27,97,3,3,21,25,W
Brock Jardine,0,18,60,30%,21,63,0,2,0%,0,0,46,11,47,6,12,1,1,18,60,0,0,0,0,L
Steven Siler,0,12,16,75%,27,32,1,3,33%,1,0,68,9,13,3,3,0,0,2,4,6,8,4,4,W
Joey Gambino,0,5,15,33%,5,15,0,2,0%,0,0,25,2,12,1,1,2,2,4,12,1,3,0,0,L
Nick Catone,0,14,43,32%,32,65,2,9,22%,0,0,157,10,34,2,7,2,2,8,31,4,8,2,4,L
Chris Camozzi,0,34,69,49%,55,94,0,0,---,0,0,48,19,53,4,4,11,12,26,60,8,9,0,0,W
Matt Brown,0,52,88,59%,74,110,0,3,0%,0,0,14,30,64,14,14,8,10,26,60,26,28,0,0,W
Luis Ramos,0,20,61,32%,26,72,1,5,20%,0,0,224,7,47,2,2,11,12,20,60,0,1,0,0,L
Dan Miller,1,57,92,61%,81,118,0,4,0%,3,0,78,40,73,15,17,2,2,31,62,17,19,9,11,W
Ricardo Funch,0,72,107,67%,90,127,2,8,25%,0,0,411,26,54,7,12,39,41,25,59,30,31,17,17,L
Ken Stone,0,63,119,52%,88,149,0,3,0%,0,0,306,31,86,5,5,27,28,44,97,19,19,0,3,W
Dustin Pague,0,41,90,45%,47,96,0,3,0%,0,0,1,14,59,9,11,18,20,37,86,4,4,0,0,L
Demetrious Johnson,1,90,153,58%,105,169,2,8,25%,0,0,123,23,70,41,52,26,31,45,99,45,54,0,0,W
Ian McCall,0,57,132,43%,94,172,1,11,9%,0,0,185,16,77,27,36,14,19,26,87,31,44,0,1,L
Erick Silva,0,10,14,71%,11,15,0,0,---,2,0,33,1,2,9,12,0,0,7,11,3,3,0,0,W
Charlie Brenneman,0,3,12,25%,14,30,1,7,14%,0,0,120,2,9,1,3,0,0,2,10,1,2,0,0,L
Mike Pyle,1,18,28,64%,38,57,1,1,100%,0,0,175,12,21,5,6,1,1,10,16,6,8,2,4,W
Josh Neer,0,19,35,54%,39,59,0,1,0%,0,0,9,10,26,9,9,0,0,10,24,9,11,0,0,L
Eddie Wineland,1,61,188,32%,66,193,1,1,100%,0,0,24,54,172,5,14,2,2,54,180,4,5,3,3,W
Scott Jorgensen,0,48,144,33%,49,145,0,4,0%,0,0,0,32,124,7,10,9,10,45,140,3,4,0,0,L
Mike Pierce,0,32,51,62%,117,149,3,10,30%,0,0,680,18,33,3,4,11,14,5,16,13,15,14,20,W
Carlos Eduardo Rocha,0,17,37,45%,38,66,0,0,---,0,0,0,3,21,8,10,6,6,6,23,11,14,0,0,L
Seth Baczynski,0,25,70,35%,50,109,1,5,20%,0,0,227,19,60,6,10,0,0,11,45,8,11,6,14,W
Lance Benoist,0,35,64,54%,114,150,3,7,42%,0,0,390,15,38,17,20,3,6,19,41,7,11,9,12,L
Leonard Garcia,0,2,69,2%,30,101,0,0,---,0,0,0,1,62,1,4,0,3,2,67,0,2,0,0,L
Matt Grice,0,61,113,53%,136,194,4,7,57%,1,0,579,59,106,1,3,1,4,8,20,1,4,52,89,W
Dustin Pague,0,6,9,66%,9,12,1,1,100%,1,0,155,2,4,1,2,3,3,4,6,1,2,1,1,W
Jared Papazian,0,7,17,41%,12,22,0,0,---,0,0,0,6,16,1,1,0,0,6,14,1,3,0,0,L
Tim Means,2,26,42,61%,30,46,0,0,---,0,0,19,25,41,1,1,0,0,9,14,8,13,9,15,W
Justin Salas,0,5,8,62%,5,8,0,4,0%,0,0,0,3,6,1,1,1,1,3,6,2,2,0,0,L
Buddy Roberts,0,35,111,31%,81,158,0,0,---,0,0,6,26,94,7,12,2,5,28,103,6,7,1,1,W
Caio Magalhaes,0,22,92,23%,27,98,2,15,13%,0,0,227,8,58,2,6,12,28,20,90,1,1,1,1,L
Henry Martinez,0,18,146,12%,18,146,0,0,---,0,0,14,13,139,1,3,4,4,18,146,0,0,0,0,W
Bernardo Magalhaes,0,26,132,19%,26,132,0,7,0%,1,0,1,12,105,4,15,10,12,26,132,0,0,0,0,L
Jake Hecht,0,37,99,37%,48,111,3,7,42%,0,0,172,17,71,19,27,1,1,17,72,18,25,2,2,L
Sean Pierson,0,41,109,37%,89,158,1,2,50%,1,1,239,20,86,17,18,4,5,20,79,18,25,3,5,W
Jake Ellenberger,1,19,50,38%,27,64,0,0,---,0,0,248,15,46,2,2,2,2,13,36,4,4,2,10,L
Martin Kampmann,1,13,31,41%,16,34,0,1,0%,0,0,29,10,25,3,6,0,0,6,20,6,9,1,2,W
Michael Chiesa,0,9,15,60%,9,15,1,3,33%,1,0,65,5,11,1,1,3,3,9,15,0,0,0,0,W
Al Iaquinta,0,8,16,50%,8,16,0,0,---,0,0,0,6,13,1,2,1,1,8,14,0,2,0,0,L
Jonathan Brookins,0,27,74,36%,27,74,1,2,50%,1,0,67,22,63,4,9,1,2,22,64,5,10,0,0,L
Charles Oliveira,0,42,76,55%,48,82,1,2,50%,1,0,59,21,52,10,13,11,11,32,63,8,9,2,4,W
Max Holloway,1,118,267,44%,119,268,0,0,---,0,0,56,86,224,30,41,2,2,105,247,8,13,5,7,W
Pat Schilling,0,27,108,25%,27,108,0,17,0%,0,0,60,19,95,5,10,3,3,27,107,0,1,0,0,L
Justin Lawrence,1,54,155,34%,59,163,1,3,33%,0,0,53,44,138,8,14,2,3,46,140,5,7,3,8,W
John Cofer,0,36,101,35%,39,107,2,4,50%,0,0,52,20,77,11,18,5,6,31,93,5,8,0,0,L
Daron Cruickshank,0,17,30,56%,59,84,4,5,80%,0,2,496,11,21,3,5,3,4,8,21,0,0,9,9,W
Chris Tickle,0,16,40,40%,52,82,1,4,25%,2,1,303,11,34,3,4,2,2,11,34,1,1,4,5,L
Myles Jury,0,12,49,24%,12,49,0,0,---,1,0,0,5,30,2,5,5,14,12,49,0,0,0,0,W
Chris Saunders,0,6,27,22%,6,27,1,1,100%,0,0,36,1,14,0,1,5,12,6,27,0,0,0,0,L
Cristiano Marcello,0,39,90,43%,39,92,0,2,0%,0,0,5,32,80,6,9,1,1,39,90,0,0,0,0,L
Sam Sicilia,0,33,93,35%,42,103,0,0,---,0,0,28,23,82,10,10,0,1,23,78,2,4,8,11,W
